SMILES,Density,Source,Confidence
*CC(C)(CC)COC(=O)CCCCCCCCC(=O)O*,1.457,GREA,0.5
*Oc1ccc(/C(C)=C/c2ccc(OC(=O)CCCCCCCCCCC(*)=O)cc2)cc1,1.19,GREA,0.5
*Oc1ccc2cc(OC(=O)c3ccc(NC(=O)c4ccc(C(*)=O)cc4)cc3)ccc2c1,1.26,GREA,0.5
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc(NC(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1.36,GREA,0.5
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(NC(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1.21,GREA,0.5
*Oc1ccc(OC(=O)c2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1.26,GREA,0.5
*Oc1cccc(OC(=O)c2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)c1,1.13,GREA,0.5
*Oc1ccc(-c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1.4,GREA,0.5
*CC(C)(CC)COC(=O)c1ccc(C(=O)O*)cc1,1.193,GREA,0.5
*Oc1ccc(-c2ccc(OC(=O)c3ccc(-c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1.42,GREA,0.5
*Oc1ccc(C(=O)OCCCCCCCCCCOC(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1.2505,GREA,0.5
*Oc1ccc2cc(C(*)=O)ccc2c1,1.43,GREA,0.5
*Oc1ccc(C(=O)OCCCCOC(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1.29,GREA,0.5
*Oc1ccc(-c2ccc(C(*)=O)cc2)cc1-c1ccccc1,1.429,GREA,0.5
*Oc1ccc2cc(C(*)=O)ccc2c1-c1ccccc1,1.3,GREA,0.5
*Oc1ccc(C(*)=O)cc1CCC,1.245,GREA,0.5
*Oc1ccc(C(*)=O)cc1CCCCC,1.155,GREA,0.5
*Oc1ccc(C(*)=O)cc1CCCCCC,1.155,GREA,0.5
*Oc1ccc(C(*)=O)cc1CCCCCCCCCC,1.155,GREA,0.5
*Oc1ccc(C(*)=O)cc1CCCCCCCCCCCC,1.155,GREA,0.5
*Oc1ccc(C(*)=O)cc1CCCCCCCCCCCCCC,1.155,GREA,0.5
*Oc1ccc(C(*)=O)cc1CCCCCCCCCCCCCCCC,1.155,GREA,0.5
*Oc1ccc(C(*)=O)cc1CCCCCCCCCCCCCCCCCC,1.155,GREA,0.5
*C(=O)OCCOC(=O)c1ccc(C(=O)OCCOC(=O)N2CCN(*)CC2)cc1,1.32,GREA,0.5
*CCCCCCS(=O)(=O)c1ccc(/N=N/c2ccc(N(C)CCCCCC(=O)O*)cc2)cc1,1.1548776534999998,GREA,0.5
*CCCS(=O)(=O)c1ccc(/N=N/c2ccc(N(CCCC)CC(=O)O*)cc2)cc1,1.1891775299999998,GREA,0.5
*Cc1ccc(-c2ccc(CSC(=O)CCCCCCCCC(=O)S*)cc2)cc1,1.118,GREA,0.5
*Cc1ccc(-c2ccc(CSC(=O)c3cccc(C(=O)S*)c3)cc2)cc1,1.26,GREA,0.5
*Cc1ccc(-c2ccc(CSC(=O)c3ccc(C(=O)S*)cc3)cc2)cc1,1.273,GREA,0.5
*Oc1c(C)cc(C2CCC(C(C)(C)c3cc(C)c(OC(=O)c4ccc(C(*)=O)cc4)c(C)c3)CC2C)cc1C,1.05,GREA,0.5
*Sc1ccc(-c2ccc(SC(=O)CCCCCCCCC(*)=O)cc2)cc1,1.263,GREA,0.5
*c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C4(*)OC(=O)c5ccccc54)cc3C)cc2)c(C)c1,1.251,GREA,0.5
*Oc1ccc(-c2ccc(OC(=O)c3cc(C(=O)OCCCCCC)c(C(*)=O)cc3C(=O)OCCCCCC)cc2)cc1,1.19,GREA,0.5
*Oc1ccc(-c2ccc(OC(=O)c3cc(C(=O)OCCCCCCCCCC)c(C(*)=O)cc3C(=O)OCCCCCCCCCC)cc2)cc1,1.13,GREA,0.5
*Oc1ccc(-c2ccc(OC(=O)c3cc(C(=O)OCCCCCCCCCCCCCC)c(C(*)=O)cc3C(=O)OCCCCCCCCCCCCCC)cc2)cc1,1.09,GREA,0.5
*Oc1ccc(-c2ccc(OC(=O)c3cc(C(=O)OCCCCCCCCCCCCCCCCCC)c(C(*)=O)cc3C(=O)OCCCCCCCCCCCCCCCCCC)cc2)cc1,1.07,GREA,0.5
*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C(*)=O)c2)cc1,1.525,GREA,0.5
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)cc2)cc1,1.120564548,GREA,0.5
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)c(C)c2)cc1C,1.0988020785,GREA,0.5
*c1ccc(OC(=O)c2ccccc2/C=C/c2ccc(/C=C/c3ccccc3C(=O)Oc3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc2)cc1,1.1785590125,GREA,0.5
*Oc1cccc2c(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)cccc12,1.1862418190000001,GREA,0.5
*Oc1cccc2ccc(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)cc12,1.1886811685,GREA,0.5
*Oc1ccc2ccc(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)cc2c1,1.199521619,GREA,0.5
*Oc1cccc(OC(=O)c2ccccc2/C=C/c2ccc(/C=C/c3ccccc3C(*)=O)cc2)c1,1.168641911,GREA,0.5
*Oc1ccccc1OC(=O)c1ccccc1/C=C/c1ccc(/C=C/c2ccccc2C(*)=O)cc1,1.170671759,GREA,0.5
*Oc1ccc(OC(=O)c2ccccc2/C=C/c2ccc(/C=C/c3ccccc3C(*)=O)cc2)cc1,1.1773508685,GREA,0.5
*CCN(CCOC(=O)c1ccc(C(=O)O*)c(OC)c1)c1ccc(/N=N/c2ccc(-c3nc4ccc([N+](=O)[O-])cc4n3CC)cc2)cc1,1.31,GREA,0.5
*CCN(CCOC(=O)c1ccc(C(=O)O*)c(OC)c1)c1ccc(/N=N/c2ccc(/C=C/c3nc4ccc([N+](=O)[O-])cc4n3CC)cc2)cc1,1.29,GREA,0.5
*NNC(=O)c1cccc(C(*)=O)c1,1.443,GREA,0.5
*NNC(=O)c1cccc(C(=O)NNC(=O)c2ccc(C(*)=O)cc2)c1,1.45,GREA,0.5
*CCCP(CCCCCCCC)CCCNC(=O)CCCCC(=O)N*,1.08,GREA,0.5
*C(=O)CC/C=C/CCC(=O)N1CCN(*)CC1,1.255,GREA,0.5
*Nc1ccc(Cc2ccc(NC(=O)c3cc(C(=O)O)c(C(*)=O)cc3C(=O)O)cc2)cc1,1.2705,GREA,0.5
*NC(CC(*)=O)C(=O)OCC(C)C,1.175,GREA,0.5
*NC(CCC(=O)O[Na])C(*)=O,1.36,GREA,0.5
*NC(C)(C)C(*)=O,1.057,GREA,0.5
*NC(CCC(=O)OCCCCCCCCCC)C(*)=O,1.03,GREA,0.5
*NC(CCC(=O)OCCCCCCCCCCCC)C(*)=O,1.02,GREA,0.5
*NC(CCC(=O)OCCCCCCCCCCCCCC)C(*)=O,1.0205,GREA,0.5
*NC(CCC(=O)OCCCCCCCCCCCCCCCC)C(*)=O,1.048,GREA,0.5
*NC(CCC(=O)OCCCCCCCCCCCCCCCCCC)C(*)=O,1.052,GREA,0.5
*NC(Cc1c[nH]cn1)C(*)=O,1.495,GREA,0.5
*NC(=O)c1ccc(C(=O)Nc2ccc3c(c2)[nH]c(=O)c2cc(*)ccc23)cc1,1.49,GREA,0.5
*CCC(C)CCC(=O)N*,1.08,GREA,0.5
*CCCP(CCCNC(=O)CCCCCCCCC(=O)N*)c1ccccc1,1.102,GREA,0.5
*CCCP(CCCNC(=O)C(=O)N*)c1ccccc1,1.208,GREA,0.5
*CCCP(CCCCCCCC)CCCNC(=O)C(=O)N*,1.086,GREA,0.5
*C(=O)N(*)CCCCCC,1.005,GREA,0.5
*NC(CCC(*)=O)C(=O)OCc1ccccc1,1.225,GREA,0.5
*NC(CCC(*)=O)C(=O)OC,1.16,GREA,0.5
*NC(CCCNC(=O)c1ccccc1)C(*)=O,1.26,GREA,0.5
*NC(CCCNC(=O)c1ccc(F)cc1)C(*)=O,1.24,GREA,0.5
*NC(CCCNC(=O)c1ccc(Cl)cc1)C(*)=O,1.325,GREA,0.5
*NC(CCCNC(=O)c1ccc(Br)cc1)C(*)=O,1.53,GREA,0.5
*Nc1cc(NC(=O)c2ccc(C(*)=O)cc2)ccc1C,1.304,GREA,0.5
*CCCCC(=O)NCCCCCCC(=O)NCCC(=O)N*,1.23,GREA,0.5
*CCCCCCC(=O)NCCCCC(=O)NCCC(=O)N*,1.24,GREA,0.5
*NC(CC(=O)OCc1ccc(C)cc1)C(*)=O,1.29,GREA,0.5
*CCCCCCCCCCCC(=O)NCC(=O)N*,1.109,GREA,0.5
*CNC(=O)CCCCCC(=O)N*,1.235,GREA,0.5
*CNC(=O)CCCC(=O)N*,1.335,GREA,0.5
*CNC(=O)CCCCCCC(=O)N*,1.245,GREA,0.5
*CNC(=O)CCCCCCCCCCC(=O)N*,1.14,GREA,0.5
*CCCCNC(=O)CC(=O)N*,1.324,GREA,0.5
*CCCCCCNC(=O)CC(=O)N*,1.1785,GREA,0.5
*CCCCCCCCNC(=O)CC(=O)N*,1.152,GREA,0.5
*CCCCCCCCCNC(=O)CC(=O)N*,1.159,GREA,0.5
*CCCCCCCCCCCCNC(=O)CC(=O)N*,1.084,GREA,0.5
*NC(CC(*)=O)C(=O)OC,1.36,GREA,0.5
*NC(CC(*)=O)C(=O)OCC,1.26,GREA,0.5
*NC(CC(*)=O)C(=O)OCCCC,1.175,GREA,0.5
*NC(CC(*)=O)C(=O)OCCCCCC,1.07,GREA,0.5
*NC(CC(*)=O)C(=O)OCCCCCCCC,1.06,GREA,0.5
*NC(CC(*)=O)C(=O)OCCCCCCCCCCCC,0.99,GREA,0.5
*NC(CC(*)=O)C(=O)OCCCCCCCCCCCCCCCCCC,1.03,GREA,0.5
*NC(C)C(=O)NCCCCCCCCCCC(*)=O,1.0805,GREA,0.5
*CCCCCCCCNC(=O)CCC(=O)N*,1.21,GREA,0.5
*CCCCCCCCCCNC(=O)CCC(=O)N*,1.19,GREA,0.5
*CCCCCCCCCCCCNC(=O)CCC(=O)N*,1.17,GREA,0.5
*NC(CC(=O)OCCCc1ccccc1)C(*)=O,1.24,GREA,0.5
*CCNC(=O)C(OC)C(OC)C(=O)N*,1.295,GREA,0.5
*CCCCNC(=O)C(OC)C(OC)C(=O)N*,1.235,GREA,0.5
*CCCCCCNC(=O)C(OC)C(OC)C(=O)N*,1.16,GREA,0.5
*CCCCCCCCNC(=O)C(OC)C(OC)C(=O)N*,1.18,GREA,0.5
*CCCCCCCCCCN(C)C(=O)CCCCCCCCC(=O)N(*)C,1.02,GREA,0.5
*NC(CC(*)=O)C(=O)OCCCCCCCCCCCCCCCCCCCCCC,1.01,GREA,0.5
*NC(CCCCSC)C(*)=O,1.26,GREA,0.5
*Nc1cccc(/C=C/C(=O)/C=C/c2cccc(NC(=O)/C=C/C(*)=O)c2)c1,1.16,GREA,0.5
*Nc1cccc(/C=C/C(=O)/C=C/c2cccc(NC(=O)c3cccc(C(*)=O)c3)c2)c1,1.21,GREA,0.5
*Nc1cccc(/C=C/C(=O)/C=C/c2cccc(NC(=O)c3ccc(C(*)=O)cc3)c2)c1,1.22,GREA,0.5
*Nc1ccc(C2(c3ccc(NC(=O)c4ccc(C(*)=O)cc4)cc3)c3ccccc3-c3ccccc32)cc1,1.2408,GREA,0.5
*Nc1ccc(C2(c3ccc(NC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,1.2422,GREA,0.5
*Nc1ccc(C2(c3ccc(NC(=O)c4cc(C(*)=O)cc(C(C)(C)C)c4)cc3)c3ccccc3-c3ccccc32)cc1,1.1756,GREA,0.5
*Nc1ccc(C(c2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.4129,GREA,0.5
*Nc1ccc(C(c2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.4077,GREA,0.5
*Nc1ccc(C(c2ccc(NC(=O)c3cc(C(*)=O)cc(C(C)(C)C)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.30065,GREA,0.5
*Nc1ccc(C(=O)c2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)cc1,1.3225,GREA,0.5
*Nc1ccc(C(=O)c2ccc(NC(=O)c3cc(C(*)=O)cc(C(C)(C)C)c3)cc2)cc1,1.2178,GREA,0.5
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(/N=N/c2ccc(-c3nc4ccc([N+](=O)[O-])cc4n3CC)cc2)cc1,1.24,GREA,0.5
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(/N=N/c2ccc(/C=C/c3nc4ccc([N+](=O)[O-])cc4n3CC)cc2)cc1,1.22,GREA,0.5
*CCCP(CCCNC(=O)N*)c1ccccc1,1.174,GREA,0.5
*OC(=O)OCCOC(=O)NC(=O)NNC(=O)NC(=O)OCCOC(=O)OC1CC2CC(*)CC(C1)O2,1.21,GREA,0.5
*CCCCCCCCCN1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,1.27,GREA,0.5
*CCCCCCCCCCN1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,1.25,GREA,0.5
*CCCCCCCCCCCCN1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,1.23,GREA,0.5
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(NC(=O)c4cccc(C(=O)Nc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)c4)cc2)C3=O)cc1,1.5,GREA,0.5
*c1ccc(Oc2ccc(N3C(=O)C4CC5C(=O)N(*)C(=O)C5C4C3=O)cc2)cc1,1.38,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1cccc3c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cccc13)C2=O,1.426,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c1)C2=O,1.474,GREA,0.5
*CCCCCCCCCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,1.398,GREA,0.5
*c1ccc(Oc2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)cc1,1.5,GREA,0.5
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCC(C)(C)COc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,1.4,GREA,0.5
*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,1.324,GREA,0.5
*CC(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(*)C3=O)cc1,1.397,GREA,0.5
*CC(=O)Nc1ccc(Cc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2)cc1,1.2891,GREA,0.5
*CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2)cc1,1.329,GREA,0.5
*CC(=O)Nc1ccc(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2)cc1,1.362,GREA,0.5
*CC(=O)Nc1ccc(Oc2ccc(Oc3ccc(NC(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2)cc1,1.33125,GREA,0.5
*CC(=O)Nc1ccc(Oc2cccc(Oc3ccc(NC(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3)c2)cc1,1.338,GREA,0.5
*C(=O)Nc1ccc(Oc2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc2)cc1,1.37,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)ccc1-3)C2=O,1.423,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1cccc(C(c3cccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)c1)C2=O,1.463,GREA,0.5
*C(=O)Nc1ccc(Cc2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,1.344,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1ccc(OCCOc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,1.4034,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1ccc(OCCOCCOc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,1.4176,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1ccc(OCCOCCOCCOc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,1.4365,GREA,0.5
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2C)c(C)c1,1.34,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c1C)C2=O,1.418,GREA,0.5
*c1c(C)cc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,1.241,GREA,0.5
*C(=O)c1ccc2c(c1)C(=O)N(c1cc(C(=O)O)cc(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,1.446,GREA,0.5
*C(=O)c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(*)cc4C3=O)cc(C(F)(F)F)c1)C2=O,1.458,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)(C)C)c3)cc1C(C)(C)C)C2=O,1.21,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(F)(F)F)c3)cc1C(F)(F)F)C2=O,1.37,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,1.27,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3ccccc3)(c3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)C(F)(F)F)cc1C(C)C)C2=O,1.2,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1c(C(C)C)cc(C(c3ccccc3)(c3cc(C(C)C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)C(F)(F)F)cc1C(C)C)C2=O,1.18,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)c4ccccc4-c4ccccc43)cc1)C2=O,1.31,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)c(F)c4)c4ccccc4-c4ccccc43)cc1F)C2=O,1.29,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)c(C(C)C)c4)c4ccccc4-c4ccccc43)cc1C(C)C)C2=O,1.2,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1c(C)cc(C3(c4cc(C)c(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)c(C)c4)c4ccccc4-c4ccccc43)cc1C)C2=O,1.24,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1c(C)cc(C3(c4cc(C)c(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)c(C(C)C)c4)c4ccccc4-c4ccccc43)cc1C(C)C)C2=O,1.18,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1c(C)cc(-c3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)cc1C)C2=O,1.325,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc(C(F)(F)F)c1)C2=O,1.512,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,1.4738,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(O)c3)cc1O)C2=O,1.46,GREA,0.5
*c1c(C)cc(-c2cc(C)c(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,1.289,GREA,0.5
*c1c(C)cc(-c2cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,1.266,GREA,0.5
*c1cc(C)c(-c2c(C)cc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2C)c(C)c1,1.323,GREA,0.5
*c1cc(C)c(-c2c(C)cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C)c(C)c1,1.263,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1cc(C)c(-c3c(C)cc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3C)c(C)c1)C2=O,1.355,GREA,0.5
*CCCCCCCCCCCN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2C1=O,1.265,GREA,0.5
*c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4C3=O)cc2)cc1,1.375,GREA,0.5
*c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4C3=O)c(OC)c2)cc1OC,1.29,GREA,0.5
*c1ccc(C(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4C3=O)cc2)cc1,1.368,GREA,0.5
*c1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4C3=O)cc2)cc1,1.356,GREA,0.5
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4C3=O)cc2)cc1,1.4,GREA,0.5
*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4C3=O)cc2)cc1,1.298,GREA,0.5
*c1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4C3=O)c(OC)c2)cc1OC,1.321,GREA,0.5
*c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,1.36,GREA,0.5
*c1cccc(Oc2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c1,1.414,GREA,0.5
*c1cccc(Oc2ccc(C(c3ccc(Oc4cccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)c4)cc3)(C(F)(F)F)C(F)(F)F)cc2)c1,1.417,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(C(c4ccc(Oc5cccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4)(C(F)(F)F)C(F)(F)F)cc3)c1)C2=O,1.446,GREA,0.5
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Sc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.383,GREA,0.5
*c1ccc(Oc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.407,GREA,0.5
*c1ccc(Oc2ccc(N3C(=O)c4ccc([Si](C)(C)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.286,GREA,0.5
*c1ccc(Cc2ccc(N3C(=O)c4ccc(Sc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.343,GREA,0.5
*c1ccc(Cc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.371,GREA,0.5
*c1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1,1.28,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,1.3425,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,1.461,GREA,0.5
*c1c(C)cc(-c2cc(C)c(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,1.303,GREA,0.5
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(-c3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,1.272,GREA,0.5
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cl)c(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,1.429,GREA,0.5
